price,location,baths,area,bedrooms
70100000,Cantt,6,1.1 Kanal,6
7600000,North Karachi,3,4.8 Marla,3
8000000,Bahria Town Karachi,2,4.2 Marla,2
41500000,Gulistan-e-Jauhar,6,16 Marla,6
42500000,DHA Defence,4,4 Marla,4
12500000,Gadap Town,4,8 Marla,4
5500000,Korangi,2,3.2 Marla,2
27500000,Cantt,3,13.2 Marla,3
17000000,Gulistan-e-Jauhar,4,4.8 Marla,4
9000000,Clifton,2,4.8 Marla,2
32500000,Clifton,3,8 Marla,3
5000000,Shah Faisal Town,2,4.8 Marla,4
6050000,Jinnah Avenue,2,4.7 Marla,2
8000000,Jinnah Avenue,3,5.6 Marla,3
18200000,Bahria Town Karachi,3,8 Marla,3
6200000,Bahria Town Karachi,2,4.2 Marla,2
6000000,Bahria Town Karachi,2,4.2 Marla,2
2800000,Gadap Town,2,3.2 Marla,2
19500000,Gadap Town,6,9.6 Marla,6
75000000,DHA Defence,3,1.2 Kanal,3
6800000,Korangi,2,4.8 Marla,4
20000000,Gulistan-e-Jauhar,5,8 Marla,5
18000000,North Nazimabad,2,4.8 Marla,2
10000000,Bahria Town Karachi,3,10 Marla,3
7600000,Scheme 33,3,4.8 Marla,3
10500000,Gulshan-e-Iqbal Town,3,6 Marla,3
7800000,North Karachi,4,4 Marla,4
2000000,Gadap Town,1,3.8 Marla,2
32000000,DHA Defence,4,4 Marla,4
9000000,Britto Road,2,3.8 Marla,2
36500000,Rashid Minhas Road,6,10 Marla,6
11500000,Gulshan-e-Iqbal Town,4,8 Marla,4
7000000,Scheme 33,3,4.6 Marla,3
4450000,Gulistan-e-Jauhar,3,5.8 Marla,3
8500000,DHA Defence,2,4.4 Marla,2
25000000,Gulshan-e-Iqbal Town,3,8.5 Marla,3
6500000,North Karachi,2,4 Marla,2
6500000,Gulistan-e-Jauhar,3,5.8 Marla,3
12500000,Gadap Town,5,4.8 Marla,5
73000000,DHA Defence,4,1 Kanal,4
8800000,Gulshan-e-Iqbal Town,2,4.2 Marla,2
5000000,Gadap Town,2,5 Marla,4
5700000,Gulshan-e-Iqbal Town,2,2.4 Marla,2
12500000,Rashid Minhas Road,3,5.2 Marla,3
16000000,North Karachi,2,4.8 Marla,4
18000000,Gulistan-e-Jauhar,2,4.8 Marla,2
2300000,Federal B Area,2,2.4 Marla,2
13000000,Shaheed Millat Road,2,6.2 Marla,2
5250000,Malir,5,4.8 Marla,9
17500000,Clifton,3,7.6 Marla,3
2000000,Gulshan-e-Iqbal Town,2,2.9 Marla,2
12000000,Gadap Town,2,8 Marla,3
4790000,Bahria Town Karachi,2,4.2 Marla,2
4800000,Bahria Town Karachi,2,4.2 Marla,2
3500000,Gulberg Town,2,3.1 Marla,2
21500000,Scheme 33,7,10 Marla,8
13800000,Dastgir Colony,4,4.8 Marla,4
22000000,Jamshed Town,3,7.1 Marla,3
2500000,Orangi Town,2,2.4 Marla,2
6500000,Jinnah Avenue,2,3.6 Marla,2
150000000,Tariq Road,8,2 Kanal,8
20000000,Shahra-e-Faisal,3,7.6 Marla,3
20000000,Federal B Area,2,4.8 Marla,6
3500000,Gulistan-e-Jauhar,2,3.3 Marla,2
28000000,Khalid Bin Walid Road,3,16 Marla,3
11800000,Naya Nazimabad,5,6.4 Marla,7
7210000,Bahria Town Karachi,2,5.1 Marla,2
7200000,Gulistan-e-Jauhar,3,6.3 Marla,3
5200000,Scheme 33,2,4 Marla,2
1825000,New Karachi,1,2 Marla,1
23000000,Jamshed Town,3,8 Marla,3
6900000,Malir Link To Super Highway,4,4.8 Marla,4
18500000,M. A. Jinnah Road,3,6.2 Marla,3
6600000,Nazimabad,2,4.9 Marla,2
2800000,Gadap Town,2,3.1 Marla,4
20000000,Bin Qasim Town,5,4.8 Marla,10
5500000,Korangi,3,2.4 Marla,6
12500000,DHA Defence,2,5.2 Marla,2
22000000,North Nazimabad,4,8 Marla,6
32500000,KDA Scheme 1,3,8 Marla,3
20000000,Gulistan-e-Jauhar,5,6.2 Marla,6
12000000,Jamshed Town,2,4.3 Marla,2
86000000,DHA Defence,8,1 Kanal,8
20000000,Clifton,3,8 Marla,3
13000000,Gulistan-e-Jauhar,3,5.2 Marla,3
17000000,Abul Hassan Isphani Road,5,6 Marla,8
27500000,Malir,6,9.6 Marla,6
5500000,Federal B Area,2,2.2 Marla,2
6500000,North Nazimabad,2,3.1 Marla,2
6500000,Gulistan-e-Jauhar,2,3.1 Marla,2
5000000,Saadi Road,2,5 Marla,2
25500000,DHA Defence,3,4 Marla,4
19500000,DHA Defence,3,6.2 Marla,3
25500000,Gulistan-e-Jauhar,3,9.6 Marla,3
22500000,Khalid Bin Walid Road,3,6 Marla,3
15000000,North Karachi,4,4.8 Marla,5
8000000,Jamshed Town,2,4.4 Marla,2
7000000,Nazimabad,2,4.8 Marla,2
2600000,Gulistan-e-Jauhar,1,2 Marla,1
18000000,Gulshan-e-Iqbal Town,4,4.8 Marla,4
89500000,DHA Defence,5,1 Kanal,5
24500000,DHA Defence,4,4 Marla,4
42500000,DHA Defence,5,4.8 Marla,5
29500000,DHA Defence,4,4 Marla,4
13000000,Scheme 33,3,4.8 Marla,3
75000000,Gulshan-e-Iqbal Town,7,1.2 Kanal,11
4700000,Bahria Town Karachi,3,6 Marla,3
6000000,Gadap Town,3,3.4 Marla,5
3000000,Gadap Town,2,3.2 Marla,2
14000000,Malir,5,8 Marla,7
10000000,Saddar Town,3,6.7 Marla,3
27900000,Gulshan-e-Iqbal Town,4,10 Marla,4
8500000,Gulistan-e-Jauhar,3,6 Marla,4
12000000,Scheme 33,2,11 Marla,5
11500000,Defence Garden,2,4.4 Marla,2
12000000,Gulistan-e-Jauhar,3,10.7 Marla,3
4500000,Orangi Town,3,3.2 Marla,4
6500000,Gadap Town,2,4.4 Marla,2
5500000,Malir,3,5 Marla,6
7000000,Gulistan-e-Jauhar,2,4.7 Marla,2
10500000,Gulshan-e-Iqbal Town,2,4 Marla,2
31000000,North Karachi,3,9.6 Marla,3
32500000,Jamshed Town,4,8.9 Marla,4
7500000,Jamshed Road,2,4 Marla,2
50000000,Scheme 33,6,16 Marla,6
6200000,Gulshan-e-Iqbal Town,3,5.8 Marla,3
12500000,Jamshed Town,4,6.7 Marla,4
350000000,Navy Housing Scheme Karsaz,7,1.6 Kanal,7
75000000,Gulistan-e-Jauhar,6,1.6 Kanal,8
11000000,Gadap Town,4,9.6 Marla,6
7300000,Gulistan-e-Jauhar,3,6 Marla,3
5000000,Gadap Town,6,3.4 Marla,7
11000000,Landhi,4,10 Marla,6
4500000,Malir,2,4 Marla,4
7000000,Saadi Road,2,4.8 Marla,2
42000000,Gulshan-e-Iqbal Town,6,10.4 Marla,6
16500000,University Road,5,4.8 Marla,6
13400000,Jamshed Town,2,4.4 Marla,2
7400000,Bahria Town Karachi,2,4.2 Marla,2
27500000,North Karachi,6,9.6 Marla,6
6642000,Northern Bypass,3,5 Marla,3
8500000,Gulistan-e-Jauhar,3,11.1 Marla,3
7000000,Gulshan-e-Amin,3,7.1 Marla,3
14500000,Kashmir Road,2,4.9 Marla,2
7000000,Bahria Town Karachi,2,4.9 Marla,2
20000000,Gulberg Town,6,8 Marla,6
17000000,Korangi,2,4.8 Marla,5
17000000,North Karachi,5,4.8 Marla,5
10000000,Jamshed Town,2,5.3 Marla,2
3000000,Gizri,2,4 Marla,2
3500000,North Karachi,2,4.5 Marla,2
4500000,North Nazimabad,2,3.6 Marla,2
42000000,Cantt,4,13.3 Marla,4
5400000,Fazaia Housing Scheme,3,7.1 Marla,3
11800000,North Nazimabad,3,6.7 Marla,3
5000000,Delhi Colony,2,4.4 Marla,3
8500000,Gulshan-e-Iqbal Town,3,5.8 Marla,3
7000000,P & T Colony,2,5.1 Marla,2
11000000,Scheme 33,4,4.8 Marla,4
17500000,Gulshan-e-Iqbal Town,3,8 Marla,3
3100000,Gulshan-e-Iqbal Town,2,3.1 Marla,2
8500000,Manghopir Road,3,6.4 Marla,3
8500000,Korangi,4,4.8 Marla,6
22500000,Gulistan-e-Jauhar,2,8 Marla,4
27500000,North Nazimabad,5,11.2 Marla,5
40000000,Gulistan-e-Jauhar,9,9.6 Marla,9
12000000,Nazimabad,3,1.1 Kanal,3
38500000,Federal B Area,4,16 Marla,4
3850000,North Karachi,2,3.8 Marla,2
65000000,DHA Defence,6,17 Marla,6
120000000,Gulshan-e-Iqbal Town,5,1.2 Kanal,5
4700000,Nazimabad,2,3.6 Marla,2
30000000,North Nazimabad,5,10.6 Marla,5
5500000,DHA Defence,2,2 Marla,2
2800000,Gadap Town,2,2.4 Marla,2
22500000,Gulshan-e-Iqbal Town,3,16 Marla,3
17000000,North Karachi,4,4.8 Marla,7
15500000,Gulshan-e-Iqbal Town,3,9.6 Marla,3
15500000,Clifton,3,8.2 Marla,3
8000000,Nazimabad,3,5.6 Marla,3
70000000,Jamshed Town,6,1.2 Kanal,6
18500000,Federal B Area,4,4.8 Marla,8
5500000,Federal B Area,2,8 Marla,2
5500000,Malir,2,4 Marla,2
3200000,Garden West,2,3.2 Marla,2
6000000,Malir,2,4.8 Marla,3
6500000,Gulistan-e-Jauhar,3,5.1 Marla,3
8600000,Gulistan-e-Jauhar,2,4.4 Marla,2
15000000,Gulistan-e-Jauhar,3,8.9 Marla,3
4000000,Bahria Town Karachi,4,14 Marla,4
8400000,Gulshan-e-Iqbal Town,2,4.8 Marla,2
95000000,DHA Defence,5,1.1 Kanal,5
10000000,Scheme 33,3,5.1 Marla,3
10500000,North Karachi,2,4.8 Marla,2
3200000,Federal B Area,2,2.2 Marla,2
21500000,Jamshed Town,4,8.9 Marla,4
15000000,Federal B Area,3,4.8 Marla,6
15000000,Federal B Area,3,4.8 Marla,6
10500000,Dastgir Colony,2,5.9 Marla,5
2800000,Gadap Town,2,2.6 Marla,6
16000000,Bin Qasim Town,3,9.6 Marla,4
3500000,North Karachi,2,3.4 Marla,2
14500000,Gulshan-e-Iqbal Town,3,9.3 Marla,3
18000000,Dastgir Colony,6,4.8 Marla,8
8500000,Gulshan-e-Iqbal Town,2,4.4 Marla,2
56000000,Gulshan-e-Iqbal Town,10,16 Marla,11
8300000,Shah Faisal Town,3,9.6 Marla,4
11500000,Gulistan-e-Jauhar,3,5.8 Marla,3
300000000,Jamshed Town,4,4 Kanal,4
25000000,Shaheed Millat Road,3,6.7 Marla,3
60000000,Fazaia Housing Scheme,5,1 Kanal,5
16000000,Federal B Area,3,4.8 Marla,5
3200000,Gadap Town,2,3.4 Marla,3
14500000,Gadap Town,3,8 Marla,3
38000000,Gulistan-e-Jauhar,9,9.6 Marla,9
37000000,Nazimabad,6,8.6 Marla,6
12000000,Malir,3,4.8 Marla,3
9500000,Cantt,3,7.8 Marla,3
2300000,Korangi,4,3.2 Marla,4
20000000,North Nazimabad,6,8.8 Marla,11
25000000,Gadap Town,4,16 Marla,4
25500000,Korangi,6,6.4 Marla,6
60500000,North Nazimabad,3,1.2 Kanal,4
6750000,Federal B Area,2,5.7 Marla,2
13500000,Gulistan-e-Jauhar,3,4.8 Marla,3
6500000,Jamshed Road,2,4.2 Marla,2
7800000,Gulistan-e-Jauhar,3,6.2 Marla,3
31000000,Gulistan-e-Jauhar,3,9.6 Marla,3
4900000,Gulistan-e-Jauhar,2,3.5 Marla,2
3500000,Gadap Town,2,3 Marla,3
2500000,Gulistan-e-Jauhar,1,1.6 Marla,1
7500000,Gulshan-e-Iqbal Town,3,8 Marla,3
2600000,Nishtar Road (Lawrence Road),2,3.1 Marla,2
5400000,Scheme 33,2,4.7 Marla,4
11000000,Malir,3,4.8 Marla,4
9800000,Gulshan-e-Iqbal Town,3,8.2 Marla,3
53500000,DHA Defence,5,6 Marla,5
15000000,Nazimabad,4,10 Marla,4
4200000,Abul Hassan Isphani Road,3,6.4 Marla,3
8500000,Gulistan-e-Jauhar,4,6.6 Marla,4
2000000,North Karachi,1,1.8 Marla,1
9500000,DHA Defence,2,4.5 Marla,2
18000000,Gulshan-e-Iqbal Town,2,4.8 Marla,2
7800000,M. A. Jinnah Road,2,4.7 Marla,2
8000000,North Karachi,3,5.6 Marla,4
112500000,DHA Defence,6,1 Kanal,6
35000000,Clifton,3,8.9 Marla,3
7500000,DHA Defence,2,3.2 Marla,2
25000000,Clifton,3,7.1 Marla,3
3800000,Gulistan-e-Jauhar,2,2.9 Marla,2
35000000,Jamshed Town,5,12 Marla,5
10000000,Gulistan-e-Jauhar,3,7.2 Marla,3
37500000,Jamshed Town,3,8 Marla,3
80000000,Malir,10,3.4 Kanal,10
28500000,Cantt,3,12 Marla,3
4200000,Gizri,2,3.8 Marla,2
10000000,Gulistan-e-Jauhar,5,2.4 Marla,5
22500000,DHA Defence,3,6.7 Marla,3
5200000,Gulistan-e-Jauhar,2,3.3 Marla,2
32000000,Cantt,3,11.4 Marla,3
7000000,North Karachi,2,4.8 Marla,3
6642000,Northern Bypass,3,5 Marla,3
45000000,Cantt,4,10.6 Marla,4
13000000,National Highway,3,10 Marla,3
600000000,DHA Defence,7,4 Kanal,7
270000000,DHA Defence,8,4 Kanal,8
2000000,Delhi Colony,2,3.6 Marla,3
3763000,Fazaia Housing Scheme,2,5.2 Marla,2
6642000,Fazaia Housing Scheme,3,5 Marla,3
6642000,Fazaia Housing Scheme,3,5 Marla,3
320000000,Cantt,6,1.6 Kanal,6
9500000,Gulistan-e-Jauhar,2,5.8 Marla,2
12000000,Clifton,3,7.3 Marla,3
15000000,Maqboolabad Society,3,6 Marla,3
15000000,Bahria Town Karachi,3,6.1 Marla,3
12000000,Bahria Town Karachi,3,8 Marla,3
9800000,Bahria Town Karachi,3,8 Marla,3
8500000,Bahria Town Karachi,3,10.9 Marla,3
11300000,Bahria Town Karachi,4,14 Marla,4
2660000,Bahria Town Karachi,2,4.2 Marla,2
9500000,Bahria Town Karachi,3,6.1 Marla,3
69500000,North Nazimabad,6,17.2 Marla,6
3762000,Fazaia Housing Scheme,2,5.2 Marla,2
7250000,Bahria Town Karachi,3,8 Marla,3
7000000,Gulistan-e-Jauhar,3,5.3 Marla,3
140000000,Gulshan-e-Iqbal Town,3,16 Marla,3
13000000,Gulshan-e-Iqbal Town,3,4.8 Marla,3
32500000,Gulshan-e-Iqbal Town,3,8 Marla,3
89000000,DHA Defence,5,1 Kanal,5
24000000,DHA Defence,3,6.3 Marla,3
37500000,DHA Defence,4,4 Marla,4
12000000,Federal B Area,3,6.9 Marla,3
9000000,Bahria Town Karachi,3,9.4 Marla,3
12500000,Gulshan-e-Iqbal Town,3,6.2 Marla,3
85000000,North Nazimabad,8,1.6 Kanal,8
8500000,North Karachi,2,6.2 Marla,3
41000000,North Nazimabad,3,1 Kanal,3
100000000,Gulshan-e-Iqbal Town,6,16 Marla,6
95000000,DHA Defence,5,1 Kanal,5
7500000,Gulistan-e-Jauhar,2,4.4 Marla,2
124900000,DHA Defence,5,1 Kanal,5
112500000,North Nazimabad,8,2 Kanal,8
32000000,Gulshan-e-Iqbal Town,4,8.9 Marla,4
5800000,Bahria Town Karachi,2,3.8 Marla,2
37500000,University Road,5,16 Marla,5
3950000,Falaknaz Presidency,2,3.3 Marla,2
60000000,Jamshed Town,10,1.2 Kanal,10
10500000,Federal B Area,3,7.1 Marla,5
73000000,Malir,5,1 Kanal,5
16000000,DHA Defence,3,8 Marla,3
3500000,Gulistan-e-Jauhar,2,2.5 Marla,2
16000000,DHA Defence,3,8 Marla,3
150000000,Zamzama,4,14 Marla,4
50000000,Nazimabad,5,18 Marla,7
30000000,North Nazimabad,5,8 Marla,9
2500000,Falaknaz Dynasty,2,4.9 Marla,2
4900000,Gulistan-e-Jauhar,2,4 Marla,2
15000000,Landhi,6,12.4 Marla,8
12000000,Malir,3,4.8 Marla,4
6000000,North Karachi,2,3.2 Marla,2
10000000,DHA Defence,2,4.5 Marla,2
3000000,Airport,2,3.7 Marla,3
17500000,Gulshan-e-Iqbal Town,3,4.8 Marla,3
6300000,Bahria Town Karachi,2,4.2 Marla,2
22000000,Scheme 33,4,13.7 Marla,6
7400000,Korangi,3,5.7 Marla,7
19000000,Defence View Society,4,4.8 Marla,6
14000000,North Nazimabad,2,8 Marla,3
13000000,Gulistan-e-Jauhar,3,6 Marla,3
7500000,Gulistan-e-Jauhar,3,6.7 Marla,3
3763000,Fazaia Housing Scheme,2,5.2 Marla,2
9500000,Jamshed Road,3,6.2 Marla,3
10500000,Etawa Society,3,8 Marla,3
3700000,Gulistan-e-Jauhar,2,4.4 Marla,2
10500000,Gadap Town,4,8 Marla,5
65000000,Jamshed Town,5,10 Marla,5
6642000,Fazaia Housing Scheme,3,5 Marla,3
6642000,Fazaia Housing Scheme,3,5 Marla,3
6642000,Northern Bypass,3,5 Marla,3
8000000,North Karachi,3,4 Marla,4
5800000,Baldia Town,4,3.2 Marla,4
127000000,DHA Defence,6,1 Kanal,6
3600000,Malir,2,3.2 Marla,2
8500000,New Karachi,2,3.2 Marla,2
22500000,Gulistan-e-Jauhar,4,8 Marla,7
42500000,Gulistan-e-Jauhar,6,10.6 Marla,6
7500000,Dastgir Colony,3,4.8 Marla,3
4600000,Gulistan-e-Jauhar,2,5.8 Marla,2
1800000,Gulshan-e-Iqbal Town,2,3.3 Marla,2
3000000,Scheme 33,2,3.1 Marla,2
5500000,Abul Hassan Isphani Road,2,3.2 Marla,2
8500000,North Nazimabad,2,4.4 Marla,3
4900000,University Road,3,6.2 Marla,3
2800000,Orangi Town,1,4 Marla,3
13500000,Sindh Industrial Trading Estate (SITE),7,3.2 Marla,10
20000000,North Karachi,4,5 Marla,4
6500000,Bahria Town Karachi,2,4.2 Marla,2
3200000,North Karachi,2,4.5 Marla,2
37000000,Nazimabad,6,8.6 Marla,10
10000000,Zamzama,2,4.2 Marla,2
2500000,Malir,1,2 Marla,1
6300000,Gulshan-e-Iqbal Town,2,4 Marla,2
6500000,North Karachi,2,4.4 Marla,2
56000000,Federal B Area,6,16 Marla,6
5500000,Gulshan-e-Iqbal Town,3,3.2 Marla,3
70000000,Gulshan-e-Iqbal Town,3,14 Marla,3
47500000,Clifton,4,14.2 Marla,4
5350000,Liaquat Avenue,3,3.9 Marla,3
7550000,Liaquat Avenue,3,5.6 Marla,3
16300000,Shahra-e-Faisal,4,9.6 Marla,4
28500000,Gulistan-e-Jauhar,6,9.6 Marla,6
6500000,Gulshan-e-Iqbal Town,2,3.8 Marla,2
7000000,Nazimabad,2,4.3 Marla,2
15000000,Defence View Society,3,8 Marla,3
4000000,Korangi,2,3 Marla,3
90000000,Gulshan-e-Iqbal Town,7,16 Marla,7
16500000,Nazimabad,4,5.3 Marla,4
75000000,DHA Defence,6,1 Kanal,6
5500000,Rabia City,3,5 Marla,3
36500000,Gulistan-e-Jauhar,9,7.2 Marla,9
3300000,Gadap Town,2,2.7 Marla,2
60000000,Malir,4,14 Marla,4
3500000,North Karachi,3,4.2 Marla,5
21000000,Gulistan-e-Jauhar,5,6 Marla,5
30000000,Gulshan-e-Iqbal Town,4,6.4 Marla,4
16000000,Aisha Manzil,2,4.8 Marla,3
15000000,Gulshan-e-Iqbal Town,2,5.8 Marla,3
22000000,Gulistan-e-Jauhar,6,7.2 Marla,6
16000000,Nazimabad,2,5.3 Marla,2
105000000,Navy Housing Scheme Karsaz,5,14 Marla,5
1700000,Airport,3,3.4 Marla,6
10500000,Scheme 33,3,4.8 Marla,3
9000000,Scheme 33,4,8 Marla,5
9000000,North Karachi,6,4.8 Marla,7
27000000,Clifton,3,9.8 Marla,3
1850000,North Nazimabad,1,3.1 Marla,2
23000000,Abid Town,5,4.8 Marla,5
6500000,DHA Defence,2,2 Marla,2
22000000,Scheme 33,8,6.4 Marla,8
3300000,Karachi Motorway,2,4.8 Marla,2
13700000,University Road,3,4.8 Marla,3
36500000,Gulshan-e-Iqbal Town,9,12 Marla,9
6243000,Fazaia Housing Scheme,3,5 Marla,4
9000000,Korangi,2,5.3 Marla,3
18500000,Jamshed Road,3,5.8 Marla,3
5000000,Liaquatabad,3,1.7 Marla,3
13000000,North Karachi,4,4.8 Marla,4
9500000,DHA Defence,3,5.1 Marla,3
122000000,Gulistan-e-Jauhar,7,1 Kanal,7
5800000,Federal B Area,3,5 Marla,4
5500000,Abul Hassan Isphani Road,3,4.8 Marla,3
5800000,Federal B Area,3,5 Marla,4
15000000,Federal B Area,4,4.8 Marla,4
5000000,Liaquatabad,2,4 Marla,2
75000000,Clifton,4,14 Marla,4
25000000,Shahra-e-Faisal,3,8.9 Marla,3
30000000,KDA Scheme 1,3,8 Marla,3
24000000,Shaheed Millat Road,4,9 Marla,4
2400000,Saddar Town,2,2.4 Marla,2
2600000,Northern Bypass,3,5 Marla,3
4600000,Fazaia Housing Scheme,2,5.6 Marla,2
21000000,Bin Qasim Town,9,10.7 Marla,10
7000000,Malir,4,4.8 Marla,4
4800000,Gulshan-e-Iqbal Town,1,3.4 Marla,1
4900000,Gulistan-e-Jauhar,3,6 Marla,3
11000000,Bin Qasim Town,4,4.8 Marla,6
13000000,Shahra-e-Faisal,5,5.6 Marla,8
3500000,Jamshed Road,2,2.1 Marla,2
39000000,DHA Defence,4,4 Marla,4
55000000,Cantt,4,1 Kanal,4
70000000,Malir,5,1 Kanal,5
3500000,Gizri,2,4 Marla,2
16000000,Gulberg Town,3,3.2 Marla,4
25000000,Shah Faisal Town,6,8 Marla,6
8000000,Malir,4,3.2 Marla,4
31000000,North Karachi,3,11.5 Marla,3
5200000,North Karachi,2,3.8 Marla,2
31000000,DHA Defence,4,4 Marla,4
20000000,Malir,3,3.2 Marla,4
82500000,Korangi,8,1.2 Kanal,8
5500000,Gadap Town,3,6.4 Marla,3
30000000,DHA Defence,1,6.4 Marla,1
32000000,Cantt,3,10.7 Marla,3
25000000,Scheme 33,5,8 Marla,5
70000000,Malir,5,1 Kanal,5
70000000,Malir,5,1 Kanal,5
17000000,DHA Defence,3,8 Marla,3
55000000,Scheme 33,6,13.6 Marla,6
2650000,North Nazimabad,1,2.6 Marla,1
3600000,Gadap Town,3,2.6 Marla,4
6500000,DHA Defence,2,2 Marla,2
3800000,Federal B Area,1,3.3 Marla,2
2000000,Orangi Town,2,3.5 Marla,2
8200000,DHA Defence,2,4 Marla,2
13500000,Malir,6,4.7 Marla,6
6500000,Shahra-e-Faisal,2,4.8 Marla,3
17000000,Korangi,4,9.6 Marla,4
5000000,Gulistan-e-Jauhar,2,4 Marla,2
3300000,North Karachi,2,3.2 Marla,2
10400000,Scheme 33,6,4.8 Marla,6
2700000,Gadap Town,2,4 Marla,2
4700000,DHA Defence,2,2 Marla,2
207500000,DHA Defence,9,2 Kanal,11
3500000,Gulshan-e-Iqbal Town,2,3.3 Marla,2
8500000,Gulshan-e-Iqbal Town,3,5.3 Marla,3
41000000,Gulshan-e-Iqbal Town,5,13.3 Marla,5
5400000,Gulistan-e-Jauhar,3,5.3 Marla,3
15000000,Gulistan-e-Jauhar,3,8 Marla,3
24500000,Gulistan-e-Jauhar,3,8 Marla,3
11000000,Gulistan-e-Jauhar,2,3.2 Marla,2
15000000,Gulshan-e-Iqbal Town,7,3.2 Marla,7
5200000,North Karachi,2,4.2 Marla,2
13000000,Federal B Area,4,4.8 Marla,4
8000000,Gulshan-e-Iqbal Town,3,6.2 Marla,3
1600000,Scheme 33,1,2.7 Marla,1
4700000,Gadap Town,3,7 Marla,3
6200000,Scheme 33,2,3.3 Marla,2
3200000,Nazimabad,2,3.6 Marla,3
4700000,Gulberg Town,2,3.8 Marla,3
3600000,North Karachi,2,3.4 Marla,4
2200000,Saddar Town,1,1.6 Marla,2
29500000,DHA Defence,4,4 Marla,4
4800000,Abul Hassan Isphani Road,2,4.4 Marla,2
12000000,North Nazimabad,3,7.1 Marla,3
7500000,Gadap Town,2,4.8 Marla,2
9000000,Rashid Minhas Road,3,7.3 Marla,3
11500000,Gulshan-e-Iqbal Town,2,4.7 Marla,2
30500000,Surti Muslim Co-Operative Housing Society,3,1 Kanal,3
12700000,Clifton,2,5.6 Marla,2
10000000,Gulshan-e-Iqbal Town,3,6 Marla,3
60000000,Malir,4,14 Marla,4
4500000,Gulistan-e-Jauhar,2,3.8 Marla,2
7800000,Gulshan-e-Iqbal Town,2,4 Marla,2
7300000,Baloch Colony,2,4.4 Marla,2
4500000,North Karachi,2,5 Marla,2
35000000,Abul Hassan Isphani Road,6,16 Marla,6
11000000,Gulshan-e-Iqbal Town,3,3.6 Marla,3
5800000,ASF Housing Scheme,2,4.2 Marla,4
12500000,Bilal Town,10,3.2 Marla,11
9200000,North Karachi,3,3.3 Marla,8
100000000,North Karachi,4,14.8 Marla,6
95000000,Nazimabad,5,1.6 Kanal,8
15000000,North Nazimabad,3,8 Marla,3
8500000,Gulshan-e-Iqbal Town,3,6.1 Marla,3
105000000,Naval Housing Scheme,5,14 Marla,5
18500000,North Nazimabad,3,10.2 Marla,3
7000000,Gadap Town,2,4.8 Marla,2
9000000,Gulshan-e-Iqbal Town,3,7.3 Marla,3
8000000,DHA Defence,2,4.2 Marla,2
30000000,Nazimabad,6,7.1 Marla,7
30000000,Bahria Town Karachi,7,16 Marla,7
8500000,Bin Qasim Town,2,4.8 Marla,2
2430000,New Karachi,2,3.1 Marla,3
7800000,Scheme 33,3,6.2 Marla,3
7000000,Gulshan-e-Iqbal Town,3,7.1 Marla,3
18000000,Gulberg Town,3,4.8 Marla,5
8200000,Gulshan-e-Iqbal Town,2,4.4 Marla,2
10500000,Korangi,1,5.1 Marla,6
105000000,Navy Housing Scheme Karsaz,4,14 Marla,4
6000000,Liaquatabad,2,3.2 Marla,3
32000000,Gulberg Town,3,9.6 Marla,3
6100000,Jinnah Avenue,4,9.3 Marla,6
3100000,Gulshan-e-Iqbal Town,3,4.4 Marla,3
70000000,DHA Defence,5,12 Marla,5
8200000,Airport,3,3.2 Marla,3
24500000,DHA Defence,4,4 Marla,4
4600000,Gulistan-e-Jauhar,2,4.9 Marla,2
7500000,Gadap Town,3,6.4 Marla,5
12000000,DHA Defence,2,4.2 Marla,2
35000000,Gulshan-e-Iqbal Town,8,9.6 Marla,10
13000000,Bahria Town Karachi,3,6.1 Marla,3
35500000,DHA Defence,3,8 Marla,3
20000000,Bahria Town Karachi,3,8 Marla,3
4500000,Jamshed Road,3,2.2 Marla,3
11500000,Saima Luxury Homes,3,9.6 Marla,3
1600000,Orangi Town,2,3.2 Marla,2
35000000,DHA Defence,5,4.8 Marla,5
35000000,DHA Defence,4,4.8 Marla,4
38000000,Gulshan-e-Iqbal Town,5,9.6 Marla,5
9000000,Gulistan-e-Jauhar,3,5.6 Marla,3
5000000,Nazimabad,2,7.6 Marla,4
9000000,Gulshan-e-Iqbal Town,3,6.7 Marla,3
8000000,Federal B Area,3,5.6 Marla,3
3200000,Suparco Road,4,8 Marla,6
8000000,DHA Defence,2,4.4 Marla,2
15000000,Bin Qasim Town,5,5 Marla,10
11000000,DHA Defence,2,4.4 Marla,2
3800000,Jamshed Town,2,2.3 Marla,2
20000000,MT Khan Road,3,7.4 Marla,3
15500000,Scheme 33,6,4.8 Marla,9
3200000,Gadap Town,2,3.3 Marla,2
11500000,North Nazimabad,5,3.2 Marla,6
19800000,Gulshan-e-Iqbal Town,3,7.6 Marla,3
1700000,Jamshed Town,1,8 Marla,1
11000000,Federal B Area,3,6.7 Marla,3
9000000,Gulshan-e-Iqbal Town,3,6.2 Marla,3
26000000,Gulshan-e-Iqbal Town,7,6.2 Marla,7
4800000,Gulistan-e-Jauhar,2,2.9 Marla,2
2500000,North Karachi,2,2.3 Marla,2
6000000,Malir,2,3.2 Marla,3
13000000,North Karachi,3,3.2 Marla,4
3500000,Gulshan-e-Iqbal Town,2,3.2 Marla,2
8500000,Defence View Society,2,4.8 Marla,2
29500000,North Karachi,8,9.6 Marla,8
4000000,North Karachi,2,3.6 Marla,2
